Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-26,307.3544709666157,307.8634283570237,292.425348575847,296.0977478027344,90428900,0.0,0
2022-01-27,302.0354712587854,306.66588088225836,297.31522054832226,299.2212829589844,53481300,0.0,0
2022-01-28,299.61050257424523,307.84347914483226,293.8424305102485,307.6239318847656,49743700,0.0,0
2022-01-31,308.3125079019924,311.73542294381775,305.7378145601236,310.33831787109375,46444500,0.0,0
2022-02-01,309.76948347891164,309.9890307347923,304.5003797923808,308.1228942871094,40950400,0.0,0
2022-02-02,308.99108793524687,314.4697496557589,308.24263554918326,312.81317138671875,36636000,0.0,0
2022-02-03,308.8513749259389,310.58780524225836,299.3410407668296,300.6283874511719,43730000,0.0,0
2022-02-04,299.5905283263212,308.1627997844312,299.3510332956559,305.3087158203125,35070300,0.0,0
2022-02-07,305.5382398993629,307.204776845025,299.28115838355694,300.3290100097656,28533300,0.0,0
2022-02-08,300.6283815733387,304.9294856086087,299.33107625793525,303.9315490722656,32421200,0.0,0
2022-02-09,309.23057880133416,311.2863255577517,306.7557157689275,310.56781005859375,31284700,0.0,0
2022-02-10,303.4126514032051,308.4821559146683,300.0795468246125,301.7560729980469,45386200,0.0,0
2022-02-11,302.5643903124584,303.6621266275419,293.61289808451613,294.43121337890625,39143900,0.0,0
2022-02-14,293.1638234076169,296.1476745445344,290.7488338952284,294.39129638671875,36359500,0.0,0
2022-02-15,299.3909638029452,300.17931177564907,296.40711271271863,299.8500061035156,27379500,0.0,0
2022-02-16,298.3699951171875,300.8699951171875,293.67999267578125,299.5,29982100,0.62,0
2022-02-17,296.3599853515625,296.79998779296875,290.0,290.7300109863281,32461600,0.0,0
2022-02-18,293.04998779296875,293.8599853515625,286.30999755859375,287.92999267578125,34223200,0.0,0
2022-02-22,285.0,291.5400085449219,284.5,287.7200012207031,41736100,0.0,0
2022-02-23,290.17999267578125,291.70001220703125,280.1000061035156,280.2699890136719,37811200,0.0,0
2022-02-24,272.510009765625,295.1600036621094,271.5199890136719,294.5899963378906,56989700,0.0,0
2022-02-25,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,32528000,0.0,0
