Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-26,307.010009765625,307.510009765625,290.8500061035156,294.6300048828125,28348800,0,0
2022-01-27,297.75,301.7099914550781,294.260009765625,294.6400146484375,21629900,0,0
2022-01-28,295.6199951171875,301.8999938964844,293.0299987792969,301.7099914550781,21871600,0,0
2022-01-31,300.67999267578125,313.7900085449219,299.32000732421875,313.260009765625,21579500,0,0
2022-02-01,314.55999755859375,319.6600036621094,312.1199951171875,319.0,18023800,0,0
2022-02-02,327.82000732421875,328.0,316.8699951171875,323.0,58458300,0,0
2022-02-03,244.64999389648438,248.0,235.75,237.75999450683594,188119900,0,0
2022-02-04,234.97000122070312,242.61000061035156,230.11000061035156,237.08999633789062,89203700,0,0
2022-02-07,237.6999969482422,238.3000030517578,224.00999450683594,224.91000366210938,88613800,0,0
2022-02-08,220.85000610351562,225.77000427246094,216.14999389648438,220.17999267578125,94729700,0,0
2022-02-09,224.1999969482422,233.3699951171875,222.2100067138672,232.0,86563300,0,0
2022-02-10,228.27000427246094,235.0,226.6999969482422,228.07000732421875,49310400,0,0
2022-02-11,228.4600067138672,230.4199981689453,218.77000427246094,219.5500030517578,46101900,0,0
2022-02-14,219.30999755859375,221.0,214.77999877929688,217.6999969482422,38184000,0,0
2022-02-15,220.47000122070312,221.14999389648438,215.05999755859375,221.0,42685500,0,0
2022-02-16,212.41000366210938,217.4600067138672,212.36000061035156,216.5399932861328,45817500,0,0
2022-02-17,214.02000427246094,217.5,207.16000366210938,207.7100067138672,38747500,0,0
2022-02-18,209.38999938964844,210.75,205.17999267578125,206.16000366210938,37049400,0,0
2022-02-22,202.33999633789062,207.47999572753906,200.05999755859375,202.0800018310547,39852400,0,0
2022-02-23,204.16000366210938,206.94000244140625,198.0500030517578,198.4499969482422,44481400,0,0
2022-02-24,191.05999755859375,208.35000610351562,190.22000122070312,207.60000610351562,49957200,0,0
2022-02-25,204.94000244140625,211.32000732421875,203.17999267578125,210.47999572753906,37594300,0,0
